Timestamp (ms),Timestamp,Speaker,Transcript,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4
4294268,01:11:34.268,m,[lip rolling],0,,,,,0,,,,
4296954,01:11:36.954,m,[laughing],0,,,,,0,,,,
4298858,01:11:38.858,m,[adult babble],0,,,,,0,,,,
4300456,01:11:40.456,m,[laughing],0,,,,,0,,,,
4302904,01:11:42.904,m,[kissing],0,,,,,0,,,,
4303958,01:11:43.958,m,love you,0,,,,,1,you,,,
4305692,01:11:45.692,m,[grunting],0,,,,,0,,,,
4307868,01:11:47.868,m,smells like feet xxx meal,2,feet,meal,,,0,,,,
4309976,01:11:49.976,m,what do you think?,0,,,,,1,you,,,
4311880,01:11:51.880,m,xxx,0,,,,,0,,,,
4313512,01:11:53.512,m,[laughing],0,,,,,0,,,,
4315960,01:11:55.960,m,[laughing],0,,,,,0,,,,
4316742,01:11:56.742,m,oh no,0,,,,,0,,,,
4317422,01:11:57.422,m,that cough,1,cough,,,,1,that,,,
4319190,01:11:59.190,m,[grunting],0,,,,,0,,,,
4324630,01:12:04.630,m,be careful,0,,,,,0,,,,
4325956,01:12:05.956,m,be careful,0,,,,,0,,,,
4326874,01:12:06.874,m,don't,0,,,,,0,,,,
4327180,01:12:07.180,m,xxx in the face,1,face,,,,0,,,,
4328132,01:12:08.132,m,okay?,0,,,,,0,,,,
4329356,01:12:09.356,m,that's,0,,,,,1,that,,,
4330172,01:12:10.172,m,yeah,0,,,,,0,,,,
4330580,01:12:10.580,m,that's,0,,,,,1,that,,,
4330716,01:12:10.716,m,that hurts,0,,,,,1,that,,,
4332242,01:12:12.242,m,okay?,0,,,,,0,,,,
4333062,01:12:13.62,m,be very careful,0,,,,,0,,,,
4348940,01:12:28.940,m,xxx,0,,,,,0,,,,
4370428,01:12:50.428,m,woo,0,,,,,0,,,,
4373624,01:12:53.624,m,look,0,,,,,0,,,,
4406162,01:13:26.162,m,here,0,,,,,0,,,,
4408848,01:13:28.848,m,you are supposed to xxx it over,0,,,,,2,you,it,,
4410208,01:13:30.208,m,like this,0,,,,,1,this,,,
4410854,01:13:30.854,m,[adult babble],0,,,,,0,,,,
4411636,01:13:31.636,m,[adult babble],0,,,,,0,,,,
4413812,01:13:33.812,m,[adult babble],0,,,,,0,,,,
4415172,01:13:35.172,m,[adult babble],0,,,,,0,,,,
4417450,01:13:37.450,m,[adult babble],0,,,,,0,,,,
4420578,01:13:40.578,m,[adult babble],0,,,,,0,,,,
4421292,01:13:41.292,m,I can hold this one as well,1,one,,,,2,i,this,,
4423604,01:13:43.604,m,fall,0,,,,,0,,,,
4430370,01:13:50.370,m,thank you,1,,,,,1,you,,,
4433906,01:13:53.906,m,put more on top?,1,top,,,,0,,,,
4435572,01:13:55.572,m,xxx,0,,,,,0,,,,
4440332,01:14:00.332,m,I don't like that,0,,,,,2,i,that,,
4441692,01:14:01.692,m,[grunting],0,,,,,0,,,,
4442678,01:14:02.678,m,look,0,,,,,0,,,,
4443868,01:14:03.868,m,it's pretty cool,0,,,,,1,it,,,
4449376,01:14:09.376,m,[gasping],0,,,,,0,,,,
4451722,01:14:11.722,m,[laughing],0,,,,,0,,,,
4460120,01:14:20.120,m,check it out,0,,,,,1,it,,,
4461990,01:14:21.990,m,[grunting],0,,,,,0,,,,
4477358,01:14:37.358,m,[laughing],0,,,,,0,,,,
4483206,01:14:43.206,m,ah,0,,,,,0,,,,
4488000,01:14:48.0,m,come on Logan,1,logan,,,,0,,,,
4493542,01:14:53.542,m,momo come on,1,momo,,,,0,,,,
4567084,01:16:07.84,m,you are such a good dancer,1,dancer,,,,1,you,,,
4571844,01:16:11.844,m,[adult babble],0,,,,,0,,,,
4576400,01:16:16.400,m,[kissing],0,,,,,0,,,,
4603328,01:16:43.328,m,[yawning],0,,,,,0,,,,
4625054,01:17:05.54,m,oh whoah,0,,,,,0,,,,
4861762,01:21:01.762,m,xxx,0,,,,,0,,,,
4866590,01:21:06.590,m,I love you,0,,,,,2,i,you,,
4872268,01:21:12.268,m,okay?,0,,,,,0,,,,
4873186,01:21:13.186,m,yeah,0,,,,,0,,,,
4874716,01:21:14.716,m,[grunting],0,,,,,0,,,,
4877334,01:21:17.334,m,[kissing],0,,,,,0,,,,
4879612,01:21:19.612,m,alright okay,0,,,,,0,,,,
4880326,01:21:20.326,m,go ahead,0,,,,,0,,,,
4880768,01:21:20.768,m,go go go,0,,,,,0,,,,
4881788,01:21:21.788,m,go play,0,,,,,0,,,,
4937990,01:22:17.990,m,you tired?,0,,,,,1,you,,,
4939350,01:22:19.350,m,you bored,0,,,,,1,you,,,
4941118,01:22:21.118,m,tired or bored?,0,,,,,0,,,,
4944008,01:22:24.8,m,[laughing],0,,,,,0,,,,
4945572,01:22:25.572,m,tired or bored?,0,,,,,0,,,,
4946830,01:22:26.830,m,huh?,0,,,,,0,,,,
4950026,01:22:30.26,m,give me a second,0,,,,,1,me,,,
4950672,01:22:30.672,m,let me just reply this email,1,email,,,,2,me,this,,
4977192,01:22:57.192,m,xxx,0,,,,,0,,,,
4978926,01:22:58.926,m,xxx,0,,,,,0,,,,
5000482,01:23:20.482,m,xxx,0,,,,,0,,,,
5039684,01:23:59.684,m,careful boo,1,boo,,,,0,,,,
5042234,01:24:02.234,m,xxx,0,,,,,0,,,,
5055392,01:24:15.392,m,okay,0,,,,,0,,,,
5077934,01:24:37.934,m,[laughing],0,,,,,0,,,,
5083782,01:24:43.782,m,are you eating something?,0,,,,,1,you,,,
5087896,01:24:47.896,m,you are eating okay,0,,,,,1,you,,,
5094084,01:24:54.84,m,xxx,0,,,,,0,,,,
5096124,01:24:56.124,m,oh sorry boo boo,1,booboo,,,,0,,,,
5096498,01:24:56.498,m,whoah,0,,,,,0,,,,
5097416,01:24:57.416,m,are you okay?,0,,,,,1,you,,,
5126656,01:25:26.656,m,[laughing],0,,,,,0,,,,
5128628,01:25:28.628,m,put it in there,0,,,,,1,it,,,
5129036,01:25:29.36,m,yeah,0,,,,,0,,,,
5129614,01:25:29.614,m,yeah yeah yeah,0,,,,,0,,,,
5130838,01:25:30.838,m,this trash?,1,trash,,,,1,this,,,
5131790,01:25:31.790,m,here,0,,,,,0,,,,
5134034,01:25:34.34,m,thank you,0,,,,,1,you,,,
5136210,01:25:36.210,m,thank you for helping,0,,,,,1,you,,,
5147226,01:25:47.226,m,you want some chicken nuggets?,1,chickennuggets,,,,1,you,,,
5149980,01:25:49.980,m,no?,0,,,,,0,,,,
5150830,01:25:50.830,m,are you sure?,0,,,,,1,you,,,
5153346,01:25:53.346,m,chicken nugget?,1,chickennugget,,,,0,,,,
5153788,01:25:53.788,m,I want to hit them up for you,0,,,,,3,i,them,you,
5154808,01:25:54.808,m,okay?,0,,,,,0,,,,
5159194,01:25:59.194,m,I know,0,,,,,1,i,,,
5159738,01:25:59.738,m,or do you want to wait for your food?,1,food,,,,2,you,your,,
5163104,01:26:03.104,m,yeah?,0,,,,,0,,,,
5163512,01:26:03.512,m,okay,0,,,,,0,,,,
5164362,01:26:04.362,m,alright,0,,,,,0,,,,
5194044,01:26:34.44,m,[grunting],0,,,,,0,,,,
5195370,01:26:35.370,m,I am going to turn on the lights okay?,1,lights,,,,1,i,,,
5203462,01:26:43.462,m,okay,0,,,,,0,,,,
5204142,01:26:44.142,m,that's better,0,,,,,1,that,,,
5205774,01:26:45.774,m,ah,0,,,,,0,,,,
5206352,01:26:46.352,m,xxx,0,,,,,0,,,,
5208324,01:26:48.324,m,there it is,0,,,,,1,it,,,
5209140,01:26:49.140,m,it's on the chair,1,chair,,,,1,it,,,
5211418,01:26:51.418,m,[grunting],0,,,,,0,,,,
5212302,01:26:52.302,m,[grunting],0,,,,,0,,,,
5212880,01:26:52.880,m,xxx,0,,,,,0,,,,
5280608,01:28:00.608,m,[gasping],0,,,,,0,,,,
5281050,01:28:01.50,m,that's your food,1,food,,,,2,that,your,,
5282444,01:28:02.444,m,yay,0,,,,,0,,,,
5283668,01:28:03.668,m,come on,0,,,,,0,,,,
5288190,01:28:08.190,m,hello?,0,,,,,0,,,,
5289924,01:28:09.924,m,okay,0,,,,,0,,,,
5301892,01:28:21.892,m,alright be careful now,0,,,,,0,,,,
5303932,01:28:23.932,m,okay?,0,,,,,0,,,,
5306686,01:28:26.686,m,no no no no,0,,,,,0,,,,
5309168,01:28:29.168,m,no no no no,0,,,,,0,,,,
5312534,01:28:32.534,m,xxx,0,,,,,0,,,,
5315696,01:28:35.696,m,xxx that was so fast,0,,,,,1,that,,,
5318586,01:28:38.586,m,come on,0,,,,,0,,,,
5322156,01:28:42.156,m,yay now we don't have to wait,0,,,,,1,we,,,
5323958,01:28:43.958,m,for,0,,,,,0,,,,
5325726,01:28:45.726,m,lunch any more,1,lunch,,,,0,,,,
5346364,01:29:06.364,m,oh [laughing],0,,,,,0,,,,
5350308,01:29:10.308,m,alright,0,,,,,0,,,,
5350818,01:29:10.818,m,let's get use on,0,,,,,0,,,,
5352348,01:29:12.348,m,it's just like a healthier xxx,0,,,,,1,it,,,
5385226,01:29:45.226,m,come over,0,,,,,0,,,,
5400628,01:30:00.628,m,[adult babble],0,,,,,0,,,,
5403008,01:30:03.8,m,God this is actually really hot,0,,,,,1,this,,,
5406170,01:30:06.170,m,whoah,0,,,,,0,,,,
5407530,01:30:07.530,m,geez,0,,,,,0,,,,
5411950,01:30:11.950,m,you want a french fries?,1,frenchfries,,,,1,you,,,
5414738,01:30:14.738,m,okay,0,,,,,0,,,,
5417220,01:30:17.220,m,xxx put a little salad for you huh?,1,salad,,,,1,you,,,
5419634,01:30:19.634,m,do you want some xxx mommy salad?,2,mommy,salad,,,1,you,,,
5447174,01:30:47.174,m,salad,1,salad,,,,0,,,,
5472402,01:31:12.402,m,umm,0,,,,,0,,,,
5473048,01:31:13.48,m,let's see,0,,,,,0,,,,
5473898,01:31:13.898,m,put a little salad okay?,1,salad,,,,0,,,,
5475972,01:31:15.972,m,this salad is good for you,1,salad,,,,2,this,you,,
5477638,01:31:17.638,m,okay?,0,,,,,0,,,,
5500112,01:31:40.112,m,come here boo boo,1,booboo,,,,0,,,,
5502322,01:31:42.322,m,come on,0,,,,,0,,,,
5504872,01:31:44.872,m,boo,0,,,,,0,,,,
5506198,01:31:46.198,m,xxx,0,,,,,0,,,,
5515480,01:31:55.480,m,xxx you want to sit here,0,,,,,1,you,,,
5517010,01:31:57.10,m,okay?,0,,,,,0,,,,
5517792,01:31:57.792,m,there you go,0,,,,,1,you,,,
5518540,01:31:58.540,m,good boy,1,boy,,,,0,,,,
5520172,01:32:00.172,m,good boy,1,boy,,,,0,,,,
5526564,01:32:06.564,m,mmhm,0,,,,,0,,,,
5577802,01:32:57.802,m,is it good?,0,,,,,1,it,,,
5578686,01:32:58.686,m,don't forget your salad though,1,salad,,,,1,your,,,
5581576,01:33:01.576,m,okay?,0,,,,,0,,,,
5697958,01:34:57.958,m,hey,0,,,,,0,,,,
5699216,01:34:59.216,m,no feet on the table please,2,feet,table,,,0,,,,
5701460,01:35:01.460,m,thank you,0,,,,,1,you,,,
5706050,01:35:06.50,m,Logan,1,logan,,,,0,,,,
5707410,01:35:07.410,m,no feet on the table please,2,feet,table,,,0,,,,
5710130,01:35:10.130,m,no no,0,,,,,0,,,,
5712340,01:35:12.340,m,no,0,,,,,0,,,,
5714244,01:35:14.244,m,uhuhm,0,,,,,0,,,,
5716658,01:35:16.658,m,no,0,,,,,0,,,,
5718664,01:35:18.664,m,do you want some apple juice?,1,applejuice,,,,1,you,,,
5807200,01:36:47.200,m,[laughing],0,,,,,0,,,,
5876390,01:37:56.390,m,[laughing],0,,,,,0,,,,
5884788,01:38:04.788,m,[laughing],0,,,,,0,,,,
5887950,01:38:07.950,m,Logan,1,logan,,,,0,,,,
5889956,01:38:09.956,m,go eat your,0,,,,,1,your,,,
5891078,01:38:11.78,m,eat your lunch,1,lunch,,,,1,your,,,
5897096,01:38:17.96,m,eat your lunch baby,2,lunch,baby,,,1,your,,,
5974922,01:39:34.922,m,[gasping],0,,,,,0,,,,
5976248,01:39:36.248,m,yay,0,,,,,0,,,,
5984238,01:39:44.238,m,I love you,0,,,,,2,i,you,,
5986516,01:39:46.516,m,I love you peanut,1,peanut,,,,2,i,you,,
5990052,01:39:50.52,m,yeah,0,,,,,0,,,,
5997668,01:39:57.668,m,hmm,0,,,,,0,,,,
6004196,01:40:04.196,m,hmm,0,,,,,0,,,,
6004774,01:40:04.774,m,[laughing],0,,,,,0,,,,
6011098,01:40:11.98,m,[grunting],0,,,,,0,,,,
6014668,01:40:14.668,m,I was just getting lunch,1,lunch,,,,1,i,,,
6017932,01:40:17.932,m,yeah,0,,,,,0,,,,
6018374,01:40:18.374,m,I am just getting lunch,1,lunch,,,,1,i,,,
6020414,01:40:20.414,m,did you finish your lunch?,1,lunch,,,,2,you,your,,
6025888,01:40:25.888,m,no?,0,,,,,0,,,,
6027180,01:40:27.180,m,[kissing],0,,,,,0,,,,
6033266,01:40:33.266,m,umhmm,0,,,,,0,,,,
6037312,01:40:37.312,m,did you drink your apple juice?,1,applejuice,,,,2,you,your,,
6039794,01:40:39.794,m,why not?,0,,,,,0,,,,
6041528,01:40:41.528,m,you didn't like,0,,,,,1,you,,,
6041970,01:40:41.970,m,you didn't like it?,0,,,,,2,you,it,,
6044044,01:40:44.44,m,what?,0,,,,,0,,,,
6044996,01:40:44.996,m,apple juice is so good though,1,applejuice,,,,0,,,,
6047954,01:40:47.954,m,no?,0,,,,,0,,,,
6048906,01:40:48.906,m,do you,0,,,,,1,you,,,
6049280,01:40:49.280,m,wait you have water,1,water,,,,1,you,,,
6051932,01:40:51.932,m,okay,0,,,,,0,,,,
6056386,01:40:56.386,m,did you try your chicken?,1,chicken,,,,2,you,your,,
6059276,01:40:59.276,m,chicken,1,chicken,,,,0,,,,
6066790,01:41:06.790,m,you don't like this?,0,,,,,2,you,this,,
6067810,01:41:07.810,m,it's apple juice,1,applejuice,,,,1,it,,,
6069714,01:41:09.714,m,did you try it?,0,,,,,2,you,it,,
6071550,01:41:11.550,m,no,0,,,,,0,,,,
6072298,01:41:12.298,m,you didn't try it,0,,,,,2,you,it,,
6074644,01:41:14.644,m,look at mommy,1,mommy,,,,0,,,,
6075392,01:41:15.392,m,look,0,,,,,0,,,,
6076378,01:41:16.378,m,hmm,0,,,,,0,,,,
6077602,01:41:17.602,m,xxx so delicious,0,,,,,0,,,,
6079132,01:41:19.132,m,try it,0,,,,,1,it,,,
6082328,01:41:22.328,m,apple yes,1,apple,,,,0,,,,
6083926,01:41:23.926,m,okay,0,,,,,0,,,,
6085388,01:41:25.388,m,alright,0,,,,,0,,,,
6091882,01:41:31.882,m,careful,0,,,,,0,,,,
6227474,01:43:47.474,m,well baby,1,baby,,,,0,,,,
6228052,01:43:48.52,m,be careful,0,,,,,0,,,,
6232914,01:43:52.914,m,oh,0,,,,,0,,,,
6234546,01:43:54.546,m,you alright,0,,,,,1,you,,,
6236450,01:43:56.450,m,[gasping],0,,,,,0,,,,
6237300,01:43:57.300,m,don't you xxx right now,0,,,,,1,you,,,
6239136,01:43:59.136,m,[kissing],0,,,,,0,,,,
6239850,01:43:59.850,m,[kissing],0,,,,,0,,,,
6242604,01:44:02.604,m,[laughing],0,,,,,0,,,,
6244746,01:44:04.746,m,gentle,0,,,,,0,,,,
6245222,01:44:05.222,m,what did I say?,0,,,,,1,i,,,
6246004,01:44:06.4,m,gentle,0,,,,,0,,,,
6246616,01:44:06.616,m,why are you in this hitting base?,1,base,,,,2,you,this,,
6250696,01:44:10.696,m,[adult babble],0,,,,,0,,,,
6253110,01:44:13.110,m,[kissing],0,,,,,0,,,,
6254877,01:44:14.877,m,you have to be gentle,0,,,,,1,you,,,
6258720,01:44:18.720,m,yeah,0,,,,,0,,,,
6260760,01:44:20.760,m,I know,0,,,,,1,i,,,
6261236,01:44:21.236,m,[gasping],0,,,,,0,,,,
6262018,01:44:22.18,m,xxx,0,,,,,0,,,,
6270042,01:44:30.42,m,perfect,0,,,,,0,,,,
6270620,01:44:30.620,m,does it,0,,,,,1,it,,,
6271844,01:44:31.844,m,xxx,0,,,,,0,,,,
6276740,01:44:36.740,m,xxx,0,,,,,0,,,,
6278916,01:44:38.916,m,alright let's see,0,,,,,0,,,,
6291292,01:44:51.292,m,xxx,0,,,,,0,,,,
6297616,01:44:57.616,m,[kissing],0,,,,,0,,,,
6302648,01:45:02.648,m,really nice,0,,,,,0,,,,
6306388,01:45:06.388,m,okay,0,,,,,0,,,,
6311726,01:45:11.726,m,you want to do story bugs?,2,story,bugs,,,1,you,,,
6314820,01:45:14.820,m,story bugs come on,2,story,bugs,,,0,,,,
6317608,01:45:17.608,m,story bugs,2,story,bugs,,,0,,,,
6320498,01:45:20.498,m,xxx story bugs,0,,,,,0,,,,
6329270,01:45:29.270,m,okay,0,,,,,0,,,,
6330460,01:45:30.460,m,ready,0,,,,,0,,,,
6360618,01:46:00.618,m,xxx,0,,,,,0,,,,
6392952,01:46:32.952,m,ba ba ba ba boo,0,,,,,0,,,,
6400704,01:46:40.704,m,[gasping],0,,,,,0,,,,
6403118,01:46:43.118,m,that was awesome,0,,,,,1,that,,,
6405532,01:46:45.532,m,ba ba ba ba ba ba ba ba ba ba boon,0,,,,,0,,,,
6410190,01:46:50.190,m,okay,0,,,,,0,,,,
6442728,01:47:22.728,m,oh okay okay okay,0,,,,,0,,,,
6444734,01:47:24.734,m,alright ready?,0,,,,,0,,,,
6445210,01:47:25.210,m,let's,0,,,,,0,,,,
6445754,01:47:25.754,m,what do you want to watch?,0,,,,,1,you,,,
6448712,01:47:28.712,m,ugh okay,0,,,,,0,,,,
6450106,01:47:30.106,m,let's see,0,,,,,0,,,,
6450990,01:47:30.990,m,xxx,0,,,,,0,,,,
6463128,01:47:43.128,m,what happened?,0,,,,,0,,,,
6464182,01:47:44.182,m,oh,0,,,,,0,,,,
6519772,01:48:39.772,m,nice,0,,,,,0,,,,
6521370,01:48:41.370,m,nice,0,,,,,0,,,,
6522628,01:48:42.628,m,xxx,0,,,,,0,,,,
6524634,01:48:44.634,m,here,0,,,,,0,,,,
6526946,01:48:46.946,m,xxx,0,,,,,0,,,,
6528544,01:48:48.544,m,come here,0,,,,,0,,,,
6531978,01:48:51.978,m,here you go,0,,,,,1,you,,,
6532998,01:48:52.998,m,look,0,,,,,0,,,,
6537418,01:48:57.418,m,xxx,0,,,,,0,,,,
6554588,01:49:14.588,m,[laughing],0,,,,,0,,,,
6555064,01:49:15.64,m,xxx,0,,,,,0,,,,
6557240,01:49:17.240,m,[laughing],0,,,,,0,,,,
6577266,01:49:37.266,m,[laughing],0,,,,,0,,,,
6581244,01:49:41.244,m,chicken,1,chicken,,,,0,,,,
6591682,01:49:51.682,m,[laughing],0,,,,,0,,,,
6602732,01:50:02.732,m,chicken xxx,0,,,,,0,,,,
6605520,01:50:05.520,m,yay,0,,,,,0,,,,
6607424,01:50:07.424,m,yay,0,,,,,0,,,,
6609804,01:50:09.804,m,yay that was so much fun,0,,,,,1,that,,,
6611776,01:50:11.776,m,alright let's see what they got,0,,,,,1,they,,,
6615346,01:50:15.346,m,alright how about this one?,1,one,,,,1,this,,,
6675560,01:51:15.560,m,[laughing],0,,,,,0,,,,
6685046,01:51:25.46,m,see that one,1,one,,,,1,that,,,
6691948,01:51:31.948,m,[laughing],0,,,,,0,,,,
6712552,01:51:52.552,m,[laughing],0,,,,,0,,,,
6742336,01:52:22.336,m,the elephant,1,elephant,,,,0,,,,
6752910,01:52:32.910,m,[laughing],0,,,,,0,,,,
6754440,01:52:34.440,m,you like that?,0,,,,,2,you,that,,
6756514,01:52:36.514,m,[adult babble],0,,,,,0,,,,
6758792,01:52:38.792,m,alright what else do you want to watch?,0,,,,,1,you,,,
6761580,01:52:41.580,m,pilot bound?,2,pilot,bound,,,0,,,,
6763110,01:52:43.110,m,woo cleaner time,1,cleaner,time,,,0,,,,
6815606,01:53:35.606,m,[singing],0,,,,,0,,,,
6819516,01:53:39.516,m,cleaner,1,cleaner,,,,0,,,,
6820400,01:53:40.400,m,cleaner,1,cleaner,,,,0,,,,
6821692,01:53:41.692,m,for this cleaner time,2,cleaner,time,,,1,this,,,
6838828,01:53:58.828,m,yay,0,,,,,0,,,,
6845594,01:54:05.594,m,okay wait let's see,0,,,,,0,,,,
6847770,01:54:07.770,m,okay one more video okay?,2,one,video,,,0,,,,
6849368,01:54:09.368,m,one more video,2,one,video,,,0,,,,
6850694,01:54:10.694,m,and then,0,,,,,0,,,,
6853142,01:54:13.142,m,we will do something else,0,,,,,1,we,,,
6854536,01:54:14.536,m,okay?,0,,,,,0,,,,
6858616,01:54:18.616,m,xxx what should we watch?,0,,,,,0,,,,
6861098,01:54:21.98,m,how about,0,,,,,0,,,,
6864294,01:54:24.294,m,shake smoothie?,2,shake,smoothie,,,0,,,,
6869224,01:54:29.224,m,how about,0,,,,,0,,,,
6872420,01:54:32.420,m,xxx,0,,,,,0,,,,
6910806,01:55:10.806,m,[kissing],0,,,,,0,,,,
6940284,01:55:40.284,m,okay,0,,,,,0,,,,
6941950,01:55:41.950,m,yay,0,,,,,0,,,,
6942664,01:55:42.664,m,alright you want to play with some of your toys?,1,toys,,,,2,you,your,,
6945282,01:55:45.282,m,no,0,,,,,0,,,,
6945554,01:55:45.554,m,why not?,0,,,,,0,,,,
6947857,01:55:47.857,m,you want to keep watching story bugs?,2,story,bugs,,,1,you,,,
6953510,01:55:53.510,m,I think we should watch,0,,,,,2,i,we,,
6954292,01:55:54.292,m,I think we should play more toys,1,toys,,,,2,i,we,,
6961534,01:56:01.534,m,excuse me,0,,,,,1,me,,,
6968538,01:56:08.538,m,okay,0,,,,,0,,,,
6988054,01:56:28.54,m,okay,0,,,,,0,,,,
6994344,01:56:34.344,m,alright,0,,,,,0,,,,
6994990,01:56:34.990,m,okay baby,1,baby,,,,0,,,,
6998866,01:56:38.866,m,you want more,0,,,,,1,you,,,
7001246,01:56:41.246,m,okay one more,1,one,,,,0,,,,
7004782,01:56:44.782,m,one more,1,one,,,,0,,,,
7006108,01:56:46.108,m,okay?,0,,,,,0,,,,
7011718,01:56:51.718,m,how about,0,,,,,0,,,,
7013894,01:56:53.894,m,let's see,0,,,,,0,,,,
7014914,01:56:54.914,m,what's a good one?,1,one,,,,0,,,,
7018926,01:56:58.926,m,how about,0,,,,,0,,,,
7020320,01:57:00.320,m,where's,0,,,,,0,,,,
7021068,01:57:01.68,m,our favorite song?,1,song,,,,1,our,,,
7025046,01:57:05.46,m,how about,0,,,,,0,,,,
7041672,01:57:21.672,m,[laughing],0,,,,,0,,,,
7075876,01:57:55.876,m,n g o,0,,,,,0,,,,
7078392,01:57:58.392,m,n g o,0,,,,,0,,,,
7087946,01:58:07.946,m,bingo what's xxx name xxx,2,bingo,name,,,0,,,,
7092230,01:58:12.230,m,o,0,,,,,0,,,,
7094202,01:58:14.202,m,n g o,0,,,,,0,,,,
7096786,01:58:16.786,m,n g o,0,,,,,0,,,,
7108006,01:58:28.6,m,o,0,,,,,0,,,,
7110284,01:58:30.284,m,o,0,,,,,0,,,,
7112800,01:58:32.800,m,o,0,,,,,0,,,,
7125414,01:58:45.414,m,[laughing] look at the dog up there,1,dog,,,,0,,,,
7128948,01:58:48.948,m,[laughing],0,,,,,0,,,,
7134832,01:58:54.832,m,yay,0,,,,,0,,,,
7137552,01:58:57.552,m,that was really good huh?,0,,,,,1,that,,,
7139354,01:58:59.354,m,okay,0,,,,,0,,,,
7140918,01:59:00.918,m,alright enough,0,,,,,0,,,,
7142312,01:59:02.312,m,computer,1,computer,,,,0,,,,
7144522,01:59:04.522,m,okay?,0,,,,,0,,,,
7147514,01:59:07.514,m,alright,0,,,,,0,,,,
7148092,01:59:08.92,m,let's go,0,,,,,0,,,,
7148772,01:59:08.772,m,let's go play some toys,1,toys,,,,0,,,,
7151458,01:59:11.458,m,xxx,0,,,,,0,,,,
7156932,01:59:16.932,m,okay come on,0,,,,,0,,,,
7159448,01:59:19.448,m,let's go play some toys,1,toys,,,,0,,,,
7160570,01:59:20.570,m,do you want to?,0,,,,,1,you,,,
7162066,01:59:22.66,m,no?,0,,,,,0,,,,
7162440,01:59:22.440,m,you tired?,0,,,,,1,you,,,
7165806,01:59:25.806,m,you look a little tired,0,,,,,1,you,,,
7169988,01:59:29.988,m,[kissing],0,,,,,0,,,,
7171518,01:59:31.518,m,are you sleepy?,0,,,,,1,you,,,
7173796,01:59:33.796,m,a little bit?,1,bit,,,,0,,,,
7174782,01:59:34.782,m,okay,0,,,,,0,,,,
7176856,01:59:36.856,m,how about we take a nap?,1,nap,,,,1,we,,,
7180018,01:59:40.18,m,[kissing],0,,,,,0,,,,
7185934,01:59:45.934,m,[kissing],0,,,,,0,,,,
7190082,01:59:50.82,m,[adult babble],0,,,,,0,,,,
7193210,01:59:53.210,m,[laughing],0,,,,,0,,,,
7195250,01:59:55.250,m,I love you,0,,,,,2,i,you,,
7196610,01:59:56.610,m,I love you,0,,,,,2,i,you,,
7198718,01:59:58.718,m,[grunting] I love you so much,0,,,,,2,i,you,,